HR,HRV,LF,HF,LF:HF,AC,Stage,id
58.13999331,5.761462006,8.845229889,9.485520356,0.932498119,0,4,2
57.87481903,7.573711845,8.845563739,9.485545087,0.932530883,0,4,2
57.64580026,9.610468829,8.845713841,9.486054405,0.932496638,0,4,2
57.33903178,11.78393445,8.845857786,9.485848734,0.932532031,0,4,2
56.93596047,13.97318861,8.84400154,9.48370576,0.932547019,0,4,2
56.89459775,14.24878162,8.84476362,9.484243287,0.932574519,0,4,2
57.03709388,12.52109331,8.845441311,9.484389848,0.932631561,0,4,2
57.04481821,10.30102476,8.845715508,9.484389886,0.932660468,0,4,2
56.84700721,8.689073598,8.845804947,9.485191461,0.93259108,0,4,2
56.85554657,6.892024376,8.846251337,9.48591679,0.932566829,0,4,2
56.9015323,5,8.846906834,9.485919815,0.932635633,0,4,2
56.96144905,2.833333333,8.847183473,9.486658478,0.932592176,0,4,2
57.23175852,2.291287847,8.846954123,9.487136533,0.932521008,0,4,2
57.33113669,3.179797338,8.846726298,9.486217288,0.932587356,0,4,2
57.45765636,3.993049517,8.846633449,9.485807021,0.932617903,0,4,2
57.5329031,4.944132325,8.84654822,9.486176475,0.932572596,1,5,2
57.75787757,6.264982043,8.846501593,9.486140164,0.93257125,0,3,2
57.65117634,6.264982043,8.846230705,9.485769437,0.93257914,0,2,2
57.47111955,5.456901848,8.845957469,9.48661386,0.932467327,0,2,2
57.38164017,4.419024528,8.845874506,9.486552594,0.932464604,0,2,2
57.13658032,3.75647589,8.846031042,9.486211835,0.932514601,0,2,2
56.91517545,4.893306085,8.846038153,9.486708217,0.932466557,1,2,2
56.61973059,6.833333333,8.846058625,9.487022846,0.932437791,0,2,2
56.53513466,8.328331832,8.846390172,9.486688302,0.932505622,0,2,2
56.47237096,9.124143795,8.846723111,9.486462424,0.932562921,0,2,2
56.5518412,8.318319809,8.847007757,9.48686078,0.932553767,0,2,2
56.73889356,6.8556546,8.847131005,9.486398502,0.932612203,0,2,2
56.969053,5.656854249,8.84727885,9.486383248,0.932629287,0,2,2
57.30728004,5.426273532,8.847319516,9.486227702,0.932648867,0,2,2
57.55620088,6.936217349,8.847242925,9.486090068,0.932654325,0,2,2
57.79131439,8.950481055,8.8470004,9.486254771,0.932612566,0,2,2
58.03650801,10.81408547,8.846666095,9.48629632,0.93257324,0,2,2
57.93162992,11.04536102,8.846331629,9.485955982,0.93257144,0,2,2
57.90363996,10.0884973,8.845944262,9.486443148,0.932482715,0,2,2
57.49884914,8.232726023,8.845662827,9.486594704,0.932438151,0,2,2
57.37690532,6.359594676,8.845666028,9.486709481,0.932427207,0,2,2
57.13211829,5.7106139,8.845576532,9.486222285,0.932465661,0,2,2
56.86383219,7.287737036,8.845620545,9.486555367,0.932437561,0,2,2
56.82163464,8.5,8.84567135,9.486022517,0.932495293,0,2,2
56.80462141,9.178779875,8.846036555,9.485660487,0.932569384,0,2,2
56.76065114,8.61684397,8.846296969,9.48546973,0.932615592,0,2,2
56.78859329,7.416198487,8.846539369,9.486273526,0.932562122,0,2,2
56.87937725,5.14781507,8.846874601,9.486111843,0.932613356,0,2,2
56.68180006,4.062019202,8.847107446,9.48625562,0.932623766,0,2,2
56.66731761,2.45515331,8.847272682,9.487653515,0.932503771,0,2,2
56.71519619,1.394433378,8.847458635,9.487527288,0.932535777,0,2,2
56.66175526,1.424000624,8.84762803,9.487358024,0.93257027,0,2,2
56.88512921,1.589898669,8.847473067,9.48775602,0.932514817,0,2,2
57.01593481,2.179449472,8.847332405,9.487258224,0.932548919,0,2,2
57.16221749,3.140240614,8.847261532,9.48655615,0.932610464,0,2,2
57.47784265,5.074445783,8.847093582,9.486676833,0.932580896,0,2,2
57.47085628,6.002314368,8.846914147,9.486302922,0.932598739,0,2,2
57.62863815,6.708203932,8.846691,9.486542679,0.932551647,0,2,2
57.49914436,6.519202405,8.846487525,9.486603557,0.932524214,0,2,2
57.26963972,5.797509044,8.846429819,9.486751635,0.932503575,0,2,2
56.97745536,4.873397172,8.846281686,9.487175592,0.93244629,0,2,2
56.48411428,6.647890225,8.846445089,9.487843056,0.932397916,0,2,2
56.15228345,9.367496998,8.846724617,9.48780983,0.932430643,0,2,2
55.92077749,11.86498115,8.847123439,9.488190236,0.932435293,0,2,2
55.864577,13.17193987,8.847464065,9.487845757,0.932505048,0,2,2
56.04878164,13.06181883,8.847744143,9.487664702,0.932552364,0,2,2
56.34888732,11.24845668,8.845602317,9.484532705,0.932634489,0,2,2
56.6093869,9.010795994,8.845731626,9.484154073,0.932685357,0,2,2
56.98004459,7.801353159,8.845789135,9.484639516,0.932643684,0,2,2
57.19252225,8.57483398,8.845845019,9.484843812,0.932629487,0,2,2
57.38985857,10.57250102,8.848240424,9.487524486,0.932618455,0,2,2
57.67866606,12.40071683,8.847901764,9.487889818,0.93254685,0,2,2
57.59618858,12.46996391,8.847364298,9.487562935,0.93252233,0,1,2
57.38268497,10.54487764,8.846828222,9.487611153,0.932461088,0,3,2
57.23290626,8.04673847,8.846563931,9.487813327,0.932413363,0,2,2
57.07723854,5.988414741,8.846564167,9.487359638,0.932457976,0,2,2
57.07508474,4.55521679,8.846447332,9.487148857,0.932466378,0,2,2
57.14168601,4.153311931,8.846194633,9.486726523,0.932481253,0,2,2
57.06565418,4.342938074,8.846055822,9.485809846,0.932556731,0,2,2
57.12985707,4.390646624,8.846135207,9.485660712,0.932579762,0,2,2
57.10909567,3.431876714,8.846381278,9.485757724,0.932596165,0,2,2
56.84708815,2.666666667,8.846613713,9.486148599,0.93258224,0,1,2
56.69063084,3.04594448,8.846793002,9.487317955,0.932486193,0,1,2
56.54265297,4.062019202,8.847067109,9.487612622,0.932486123,0,1,2
56.43639902,5.14781507,8.847339314,9.487578966,0.932518121,0,1,2
56.3127586,6.05071162,8.847400819,9.487871565,0.932495846,0,1,2
56.4516942,5.911382617,8.847519386,9.487862664,0.932509217,0,1,2
56.72111364,5.441609239,8.847649082,9.486890989,0.932618399,0,1,2
56.91700848,4.847679857,8.847679784,9.486714064,0.932639028,0,1,2
57.21035124,5.30199124,8.847533928,9.486875214,0.932607811,0,1,2
57.52869294,7.549834435,8.847445557,9.486540915,0.93263136,0,1,2
57.70466014,9.527737285,8.847286428,9.486215194,0.932646608,0,1,2
57.70707845,10.44562641,8.846889413,9.486783716,0.932548868,0,1,2
57.51273534,9.955456349,8.84656826,9.487172357,0.932476815,0,1,2
57.271439,8.192137152,8.846466357,9.487265403,0.932456928,0,1,2
57.12000431,6.38574802,8.846414584,9.487486536,0.932429738,0,1,2
56.95245374,5.666666667,8.846280103,9.487281935,0.932435672,0,1,2
56.91929717,5.666666667,8.846117683,9.486807774,0.932465155,0,1,2
56.96416073,6.103277808,8.846118736,9.486168634,0.932528092,0,1,2
57.14109877,5.918426968,8.846253536,9.485506103,0.932607437,0,1,2
57.20829315,4.977728174,8.846349073,9.485338435,0.932633994,0,1,2
57.18648819,3.464101615,8.846418505,9.485687486,0.932606995,0,1,2
57.10115934,2.40370085,8.846569808,9.48624254,0.932568377,0,1,2
57.00307888,2.061552813,8.84680824,9.486715926,0.932546975,0,1,2
56.68220911,3.059593292,8.846960313,9.487279285,0.932507629,0,1,2
56.38333422,5.085382101,8.847040036,9.488171954,0.932428299,0,1,2
56.23166109,6.894039293,8.847268788,9.488371319,0.932432816,0,1,2
56.22847176,7.99131473,8.847581201,9.487925747,0.932509532,0,1,2
56.24024492,8.237785571,8.847702094,9.487698081,0.932544651,0,1,2
56.35541456,7.533259587,8.847725171,9.48756053,0.932560603,0,1,2
56.48991736,6.392269637,8.847873852,9.487178708,0.932613807,0,1,2
56.52891026,4.873397172,8.845743059,9.484992103,0.932604156,0,1,2
56.53749363,3.082207001,8.845956427,9.48568501,0.932558526,0,1,2
56.74124286,3.308238874,8.846044481,9.486163002,0.932520818,0,1,2
56.99492327,4.960958689,8.848317483,9.488169651,0.932563161,0,1,2
57.11421027,5.916079783,8.847970991,9.487734325,0.93256943,0,1,2
57.26362169,6.666666667,8.847518406,9.487659214,0.93252911,0,1,2
57.28644511,6.745368782,8.847283569,9.487207161,0.932548791,0,2,2
57.38421496,6.784377479,8.847204443,9.48711592,0.932549419,0,3,2
57.59122625,7.120003121,8.846946342,9.487093865,0.932524382,0,3,2
57.72730769,7.120003121,8.846544377,9.486552356,0.93253524,0,2,2
57.90335438,6.614378278,8.846035802,9.485933612,0.932542453,0,2,2
58.16538125,6.881940941,8.845673169,9.485418013,0.932554913,0,2,2
58.40661961,7.826237921,8.845382007,9.484430653,0.932621296,0,2,2
58.50786401,8.383184227,8.844970696,9.484289806,0.932591778,0,2,2
58.62811106,8.809716858,8.844554124,9.484349269,0.932542009,0,2,2
59.08605978,9.721111048,8.846735595,9.486133495,0.932596574,0,2,2
59.29001442,10.33333333,8.846299482,9.485007701,0.932661286,0,2,2
59.4814319,10.81023178,8.845620999,9.484797673,0.932610405,1,2,2
59.54683693,10.47616342,8.844942324,9.484362383,0.93258165,0,2,2
59.52156342,9.337796552,8.844735767,9.4838733,0.932607964,0,2,2
59.36108311,7.99131473,8.844518893,9.483924254,0.932580086,0,2,2
59.33549612,6.622772162,8.844277142,9.484437805,0.9325041,2,2,2
59.38212724,4.9272485,8.843988178,9.483645166,0.932551569,0,2,2
59.60663427,2.697735676,8.843724333,9.482803759,0.93260649,0,2,2
59.89474659,3.16227766,8.843401681,9.481796472,0.932671536,0,2,2
60.1316298,4.612784168,8.843090023,9.481017145,0.932715329,0,2,2
60.30384319,6.132789831,8.842860224,9.480730851,0.932719256,0,4,2
60.44172638,7.395569244,8.842742991,9.48079062,0.93270101,0,4,2
60.42210011,7.859884082,8.842605078,9.481058705,0.932660091,0,4,2
60.02395223,7.211102551,8.84493473,9.484062226,0.932610365,0,4,2
59.70380306,6.227180564,8.844790359,9.484751997,0.93252732,1,5,2
59.53599732,5.651941653,8.844846897,9.484709116,0.932537497,0,4,2
59.04757992,7.745966692,8.842511477,9.482087905,0.932548988,0,4,2
58.49284162,11.3137085,8.842670487,9.48294962,0.932481015,0,4,2
58.52022167,13.15716957,8.843210947,9.483005612,0.932532502,0,4,2
58.46001644,13.78404875,8.843899633,9.481933303,0.932710593,0,4,2
58.45388494,12.97219248,8.844210005,9.482454117,0.932692096,0,4,2
58.62477472,10.72121469,8.844362141,9.482982137,0.932656206,0,4,2
59.08302567,8.50163383,8.844834837,9.482223154,0.932780709,0,4,2
59.20451474,6.966188181,8.845061106,9.48186598,0.93283971,0,4,2
59.21785624,5.804691589,8.844989958,9.483490476,0.932672414,0,4,2
59.28458586,6.300352724,8.844893393,9.4839457,0.932617465,0,4,2
59.37858088,6.71648056,8.845052429,9.483831486,0.932645465,0,4,2
59.46155879,6.782329983,8.844805789,9.483890408,0.932613665,0,4,2
59.53979183,6.339908867,8.844295574,9.484106871,0.932538582,0,4,2
59.65499527,5.230784942,8.843868483,9.482931915,0.932609088,0,4,2
59.82705669,4.245913068,8.843670832,9.482199449,0.932660284,0,4,2
59.97750951,4.755114206,8.843427879,9.481933604,0.93266081,0,4,2
60.00944523,5.14781507,8.843178449,9.481878241,0.93263995,0,4,2
60.43075708,6.363961031,8.842927173,9.481501248,0.932650531,0,4,2
60.85436621,8.215838363,8.845204411,9.483157837,0.932727744,0,4,2
60.6665118,8.321658489,8.844678991,9.482408197,0.932746071,0,4,2
60.50000509,7.664854858,8.844176412,9.483358142,0.932599642,0,4,2
60.45020828,6.708203932,8.844184506,9.483308461,0.932605382,0,4,2
60.19133026,5.61248608,8.844375216,9.482944215,0.932661314,0,4,2
59.93010295,5.441609239,8.844056361,9.483920221,0.932531712,0,4,2
60.08361341,5.196152423,8.843910424,9.483883747,0.932519911,0,4,2
60.82117718,5.333333333,8.843992967,9.481569718,0.932756203,0,4,2
61.58772967,8.089774066,8.843766703,9.479970425,0.932889693,0,4,2
62.3773064,12.67981773,8.842992778,9.479111495,0.93289258,0,4,2
63.26854525,18.24143635,8.842270958,9.477818597,0.93294368,0,4,2
64.34800568,24.52606323,8.841798724,9.476686269,0.933005322,0,4,2
64.91932005,29.16952367,8.843726321,9.479203189,0.93296094,0,4,2
64.98902892,30.79276611,8.842295749,9.479685289,0.932762584,0,4,2
64.64596002,28.39454173,8.840840597,9.479715449,0.932606115,0,4,2
63.96392703,22.94013949,8.840028237,9.479791602,0.932512929,0,4,2
63.11105926,17.61391495,8.839431764,9.48014822,0.932414933,0,4,2
62.31704565,15.17399091,8.839139304,9.480407799,0.932358554,0,4,2
61.76245124,17.09369604,8.839237337,9.479355703,0.932472376,0,4,2
61.21454113,21.34830204,8.839746701,9.478359362,0.932624135,0,4,2
60.70414316,24.85010619,8.840605435,9.478246108,0.932725879,0,4,2
60.62105713,25.28229508,8.841697312,9.478630111,0.932803286,0,4,2
60.42314198,23.47398087,8.840294995,9.476168564,0.932897609,0,4,2
60.02089693,20.70627924,8.841236081,9.477619081,0.932854128,0,4,2
59.6017033,18.02390388,8.842143151,9.479791255,0.932736061,0,4,2
59.06719713,16.61659144,8.843348803,9.481218556,0.932722809,1,2,2
58.51264388,17.03264839,8.844451898,9.482915224,0.932672252,0,2,2
57.89072138,18.74833326,8.842947967,9.482773709,0.932527575,0,2,2
57.23750009,21.64742736,8.843876197,9.483854799,0.932519148,0,2,2
56.73062203,24.5515331,8.844948245,9.48470626,0.932548463,0,2,2
56.63375735,25.0998008,8.846085501,9.485524794,0.932587885,0,2,2
56.35893787,24.24871131,8.844647673,9.483235342,0.932661413,0,2,2
56.05065312,22.82420742,8.845404794,9.484466572,0.932620167,0,2,2
55.79034197,20.61822279,8.846339417,9.485691024,0.93259831,0,2,2
55.65785795,17.79356938,8.84755133,9.486657528,0.932631046,0,2,2
55.65888742,14.23024947,8.84612564,9.485396419,0.932604738,0,2,2
55.75589555,10.6588513,8.846509435,9.486343183,0.932552119,0,2,2
56.09150177,7.891627068,8.846642327,9.486295896,0.932570776,0,2,2
56.68269128,7.699206308,8.846679453,9.48544221,0.932658621,0,2,2
57.49117835,11.39931772,8.846492141,9.484666745,0.932715126,0,2,2
58.4340645,18.06316079,8.845839045,9.483697417,0.932741594,0,2,2
59.30095577,24.85960579,8.847547567,9.485484226,0.93274601,0,2,2
60.10800937,30.50045537,8.846465536,9.484412141,0.932737359,0,2,2
60.79705054,34.51006294,8.845302753,9.483862675,0.932668793,2,5,2
61.1723527,36.0003858,8.846577146,9.485557578,0.932636492,3,5,2
61.22076186,33.98079523,8.845016426,9.485120355,0.932514939,0,2,2
60.97290281,29.11614672,8.843576259,9.484797716,0.93239482,0,2,2
60.53200102,22.31280151,8.845053213,9.486313106,0.932401568,2,5,2
59.92036696,15.53043607,8.844352471,9.485723481,0.932385652,0,2,2
59.16473261,12.8398252,8.844004137,9.485607468,0.932360333,0,2,2
58.32452368,16.42237633,8.844164474,9.485415621,0.932396094,0,2,2
57.50146458,22.79680777,8.842602322,9.483335043,0.932435929,0,2,2
56.70793977,28.8044171,8.843726202,9.484093084,0.932479903,0,2,2
56.00040521,33.09246306,8.845057201,9.48518904,0.932512485,0,2,2
55.36946186,35.67211796,8.844301057,9.484055314,0.93254423,0,2,2
54.7144388,36.99924924,8.84579883,9.485389352,0.932570979,0,2,2
54.16109974,36.91205765,8.847367952,9.487222153,0.932556212,0,2,2
53.77512966,35.33411949,8.846803552,9.486606366,0.932557251,0,2,2
53.51381384,32.66794215,8.848295917,9.488011082,0.932576474,0,2,2
53.37599638,28.94583063,8.847291335,9.487282571,0.932542197,0,2,2
53.35421334,24.43585708,8.84826664,9.488313172,0.932543697,0,2,2
53.4335517,19.54482029,8.849093344,9.488908088,0.932572353,0,2,2
53.5924817,14.35270009,8.849734219,9.489654235,0.932566561,0,2,2
53.80566237,9.225568335,8.850168501,9.490416718,0.932537397,0,2,2
54.04872051,6.105553028,8.850422434,9.490836614,0.932522895,0,2,2
54.30500286,6.790516262,8.850471862,9.491067382,0.932505429,0,2,2
54.57430164,9.110433579,8.850268716,9.491088468,0.932481954,0,2,2
54.88355334,11.4212278,8.84988776,9.49099436,0.932451061,0,2,2
55.16566854,13.17615692,8.849409829,9.490454956,0.932453699,0,2,2
55.45237838,14.24000624,8.848852344,9.489893729,0.932450099,0,2,2
55.92049923,15.76740661,8.848192081,9.489223957,0.932446333,0,2,2
56.43264687,17.36375535,8.849780632,9.490347504,0.932503328,0,2,2
56.93855247,19.15579402,8.848844893,9.489134988,0.932523871,1,5,2
57.36647604,20.65254894,8.847790843,9.488017329,0.932522627,3,5,2
57.63502785,21.23741457,8.846894778,9.487183564,0.93251013,0,2,2
57.73959446,20.60002697,8.848574233,9.488942464,0.932514268,0,2,2
57.69673713,18.85102414,8.847886445,9.488929616,0.932443047,0,2,2
57.54576677,15.90160719,8.847221205,9.48841747,0.932423266,0,2,2
57.18487236,11.56263138,8.846636137,9.488305634,0.932372594,0,2,2
56.696578,8.703447593,8.846345194,9.488301074,0.932342379,0,2,2
56.16303705,9.884050002,8.846468462,9.488181743,0.932367097,0,2,2
55.68099419,13.79714141,8.846889419,9.48840879,0.932389151,0,2,2
55.27056869,17.5855054,8.847412401,9.488663832,0.932419207,0,2,2
54.99099028,20.19557157,8.845790378,9.486669176,0.932444277,0,2,2
54.84001159,21.04756518,8.846486526,9.486761508,0.932508583,0,2,2
54.81311188,19.85223189,8.847226896,9.486976884,0.932565453,0,2,2
54.9046988,16.82260384,8.847872933,9.487280573,0.932603697,0,2,2
55.02074469,12.87223541,8.848376994,9.48778845,0.932606902,0,2,2
55.19508956,8.733715004,8.848780452,9.488390139,0.932590284,0,2,2
55.37266883,5.666666667,8.849090154,9.488840576,0.932578652,0,2,2
55.46326088,4.772607021,8.8492186,9.489200826,0.932556783,0,2,2
55.44193326,5.142416207,8.84914164,9.489752509,0.93249446,0,2,2
55.41385256,5.403188359,8.849045987,9.490262173,0.932434302,0,2,2
55.33886688,4.833333333,8.849008944,9.490137991,0.9324426,0,2,2
55.22741098,3.833333333,8.848935066,9.49031553,0.932417372,0,2,2
55.10969077,3.113590282,8.848785201,9.490383306,0.932394922,0,2,2
55.08001789,2.915475947,8.84874645,9.490113181,0.932417378,0,2,2
54.99867356,3.354101966,8.848776488,9.489690232,0.932462101,0,2,2
54.90497081,3.968626967,8.848855447,9.489842855,0.932455424,0,2,2
54.92851861,3.929942041,8.848989732,9.489921349,0.932461862,0,2,2
54.93389315,3.674234614,8.849187927,9.48987772,0.932487034,0,2,2
54.88684741,3.086709863,8.849336905,9.490019985,0.932488753,0,2,2
55.04153932,2.279132389,8.849412173,9.490332649,0.932465963,0,2,2
55.16625377,2.061552813,8.849450538,9.489974027,0.932505243,0,2,2
55.24429769,2.420973174,8.84938818,9.489734016,0.932522257,0,2,2
55.26629002,2.958039892,8.849246401,9.490074267,0.932473883,0,2,2
55.36926721,3.689323937,8.849227913,9.490058237,0.93247351,0,2,2
55.69593137,5.190803834,8.849208499,9.489651597,0.932511421,0,2,2
55.99734393,7.131697632,8.848893298,9.489267656,0.932515935,0,2,2
56.22589908,8.70982842,8.848318891,9.488762483,0.932505046,0,2,2
56.34516973,9.505846154,8.847811936,9.48825213,0.932501773,0,1,2
56.41217372,9.816369548,8.847572277,9.487970544,0.932504189,0,1,2
56.35398823,9.552486587,8.847401062,9.48803393,0.932479914,0,1,2
56.37131897,8.681077762,8.847140258,9.488395486,0.932416895,0,1,2
56.34818505,7.090682462,8.846806095,9.488003104,0.932420236,0,1,2
56.51206834,4.960958689,8.84645785,9.487309138,0.932451733,0,1,2
56.60781142,3.40750805,8.846073833,9.486466369,0.932494091,0,1,2
56.62444264,2.635231383,8.848192762,9.48835855,0.932531451,0,1,2
56.79482752,2.962731472,8.848045476,9.488181431,0.932533335,0,1,2
57.01317112,4.176654695,8.848035394,9.487836009,0.932566223,0,1,2
57.37854003,6.398784607,8.847858109,9.487380312,0.93259233,0,1,2
57.77549489,8.860022573,8.847350629,9.486892144,0.932586826,0,1,2
58.01151772,10.65363788,8.846773534,9.486152607,0.932598694,0,1,2
58.34665506,12.22701926,8.846290116,9.485648592,0.932597284,0,1,2
58.53697617,13.46703795,8.84590178,9.485233633,0.932597142,0,1,2
58.46340707,13.33020797,8.845420831,9.485103452,0.932559236,0,1,2
58.44302829,11.99073717,8.844889555,9.485615534,0.932452883,0,1,2
58.24032348,9.617692031,8.844557056,9.48512908,0.93246565,0,1,2
58.18327258,6.726812024,8.846775213,9.487142126,0.9325016,0,1,2
57.9826844,4.594682917,8.846471367,9.486933286,0.9324901,0,1,2
57.80034133,4.594682917,8.84638682,9.486644391,0.932509585,0,1,2
57.47079464,6.476453076,8.84403398,9.484032323,0.93251833,0,1,2
57.45056865,7.582875444,8.844465129,9.484545079,0.932513374,0,1,2
57.56848908,7.280109889,8.844780785,9.483815419,0.932618402,0,1,2
58.0393069,6.534098595,8.844858411,9.483716409,0.932636324,0,1,2
58.36307526,6.184658438,8.844532874,9.482679639,0.932703963,0,1,2
58.40977675,6.614378278,8.844361998,9.482751603,0.932678865,0,1,2
58.20110965,6.710274046,8.844422332,9.483254704,0.932635747,0,1,2
57.96810237,6.68954408,8.844857966,9.484639816,0.932545478,0,1,2
57.87278342,6.635343079,8.845067478,9.485382743,0.932494525,0,1,2
57.69137858,6.103277808,8.844921957,9.485703277,0.932447674,0,1,2
57.58638371,5.61248608,8.844608216,9.48539074,0.932445321,0,1,2
57.76590424,5.09356893,8.844451731,9.484338383,0.932532284,0,1,2
58.27286642,5.380004131,8.844520768,9.483078186,0.932663487,0,1,2
58.86514086,7.137537702,8.844278415,9.481868866,0.932756879,0,1,2
59.64639222,11.68332145,8.846459402,9.484171683,0.932760361,0,1,2
60.31757611,16.83745824,8.845839595,9.482816391,0.932828311,0,5,2
61.06028967,21.92664538,8.845245073,9.482399144,0.93280666,0,5,2
61.43845934,25.44492964,8.844360316,9.482018012,0.932750845,0,2,2
61.55157565,26.43440519,8.843439887,9.482340612,0.932622044,0,2,2
61.18232298,24.19194081,8.844982981,9.48465562,0.932557104,3,5,2
60.65972223,19.55618686,8.84423642,9.485236982,0.932421239,2,3,2
60.02225924,14.88660845,8.843732851,9.485099364,0.932381677,0,2,2
59.46956782,12.55985669,8.843621143,9.485004482,0.932379227,2,2,2
58.98113508,14.82396708,8.843634993,9.484288555,0.932451068,0,2,2
58.60869923,18.30148749,8.844005332,9.483928375,0.93252553,0,2,2
58.20307143,21.07789785,8.842255087,9.480980031,0.932630916,0,2,2
57.72932294,22.6776934,8.843199509,9.481675321,0.932662131,0,2,2
57.43602577,22.11334439,8.844271024,9.483037902,0.932641113,0,2,2
57.20110072,20.47220338,8.845411335,9.483958363,0.932670832,0,4,2
56.89934982,18.81784024,8.843945938,9.48263277,0.932646677,0,4,2
56.53392137,17.73414785,8.844668588,9.484233243,0.932565487,0,4,2
56.45309304,16.14001239,8.845548163,9.485172441,0.932565878,0,4,2
56.43260342,14.42605667,8.846372134,9.485177016,0.932652297,0,4,2
56.40593499,12.03236377,8.846874987,9.486124868,0.932612116,0,4,2
56.44534943,9.279607271,8.847099565,9.486691323,0.932580102,0,4,2
56.55764161,7.108289371,8.847474183,9.486697008,0.932619032,0,4,2
56.72346368,5.06074215,8.847789787,9.486764347,0.93264568,0,4,2
56.90721837,3.643868518,8.847897764,9.487405868,0.932593997,0,4,2
57.06676136,4.294699576,8.847797779,9.487436108,0.932580486,0,4,2
57.18322902,5.395471352,8.847638211,9.487366182,0.932570541,0,4,2
57.19626372,5.876034188,8.847462457,9.487402211,0.932548474,0,4,2
57.09794274,5.656854249,8.847293653,9.487582169,0.932512994,0,4,2
56.90460517,4.795831523,8.84717613,9.48774094,0.932485002,0,4,2
56.71853891,3.972125096,8.847145016,9.488027644,0.932453545,0,4,2
56.34222931,4.910306621,8.847166559,9.488062759,0.932452365,0,4,2
55.90639642,8.062257748,8.847351316,9.488577315,0.932421271,0,4,2
55.69240676,10.68618007,8.84771173,9.489038383,0.932413947,0,4,2
55.44977237,12.84523258,8.845977092,9.486584669,0.932472265,0,4,2
55.17394837,14.32170071,8.846375887,9.486911439,0.932482183,0,4,2
55.01462896,14.79113849,8.846797741,9.487550856,0.932463802,0,4,2
55.0883854,13.72750685,8.847424793,9.487505114,0.93253439,0,4,2
55.22680744,11.66190379,8.847964104,9.487348907,0.932606589,0,4,2
55.33030908,8.544003745,8.848214561,9.487989147,0.932570055,0,4,2
55.41154136,5.567764363,8.848318246,9.488314328,0.932549022,0,4,2
55.4306267,4.092676386,8.848533785,9.488532979,0.932550248,0,4,2
55.37043438,3.122498999,8.848783336,9.489157348,0.932515187,0,4,2
55.23342588,2.920235911,8.848895758,9.489907035,0.932453366,0,4,2
55.04636871,3.122498999,8.848935992,9.490465723,0.932402713,0,4,2
54.86584561,3.741657387,8.848964477,9.490485289,0.932403793,0,4,2
54.70057144,4.969350505,8.8490591,9.490655389,0.932397051,0,4,2
54.58422281,6.398784607,8.849187187,9.490541179,0.932421768,0,4,2
54.51933446,7.245688373,8.849400063,9.490601632,0.932438259,0,4,2
54.50293619,7.245688373,8.849620795,9.490447967,0.932476615,0,4,2
54.39974979,6.851601597,8.847556615,9.488337753,0.932466449,0,4,2
54.39140993,5.939509894,8.847811514,9.488756398,0.932452172,0,4,2
70.45154077,33.45973059,8.848871194,9.477238898,0.933697176,3,5,3
70.79032232,35.47925842,8.838548675,9.46816767,0.933501495,3,5,3
70.56925397,37.9901303,8.837596175,9.47334307,0.932890967,3,5,3
69.43774835,35.38164936,8.838694016,9.477655441,0.932582332,0,5,3
68.98027236,27.38359201,8.836974922,9.477879883,0.932378869,0,5,3
67.93045576,18.90399723,8.835969649,9.47563345,0.932493822,0,5,3
67.32106177,15.81226669,8.8357614,9.474280197,0.932605033,0,5,3
67.31948941,17.24093965,8.836105883,9.472957443,0.932771622,0,5,3
66.83869149,19.64758962,8.83691966,9.470654777,0.93308434,0,5,3
66.57265737,20.20519735,8.834877116,9.468252165,0.933105389,0,5,3
65.69095412,19.93113143,8.835912001,9.470185653,0.933024159,0,5,3
64.98160275,19.04672617,8.837295707,9.471855392,0.933005767,0,5,3
64.20585138,20.23473361,8.838564516,9.474678213,0.93286171,0,5,3
64.04563458,19.62778643,8.837177041,9.474071649,0.932774985,0,5,3
64.28187647,18.83333333,8.837861569,9.473441036,0.932909334,0,3,3
64.97550139,17.04976377,8.838436341,9.472705915,0.933042408,0,3,3
65.91180302,14.43471895,8.838567309,9.471114775,0.933212987,0,3,3
66.737104,14.06631121,8.838666175,9.470452691,0.933288668,0,3,3
67.72222403,17.28438602,8.838473352,9.470500909,0.933263556,0,3,3
68.09104329,21.14697247,8.838014259,9.471044861,0.933161482,0,3,3
68.3842378,24.00520777,8.840265151,9.474866928,0.933022619,0,3,3
68.52764284,24.27676072,8.83910716,9.47560488,0.932827748,0,3,3
68.31193094,21.71980663,8.838003564,9.474998662,0.932770956,0,3,3
67.79771158,16.7688534,8.836858671,9.474625918,0.932686815,0,3,3
67.09763818,11.70469991,8.836197049,9.474526849,0.932626736,0,3,3
66.62978927,9.518986874,8.836108849,9.473717703,0.932697081,0,3,3
66.31131528,10.4774891,8.836376822,9.47335742,0.93276084,0,3,3
65.86798937,13.04585928,8.836753221,9.4728014,0.932855324,0,2,3
66.30849352,13.47940816,8.837200978,9.472572627,0.932925123,0,2,3
66.54782394,12.53107249,8.837736154,9.471188911,0.933117926,0,2,3
66.29843434,10.46422477,8.838188514,9.47088183,0.933195944,0,2,3
66.13983258,7.769241347,8.838461252,9.472934569,0.933022517,0,2,3
65.64531128,5.804691589,8.839066878,9.474178869,0.932963901,0,2,3
65.72240513,4.867693956,8.836907419,9.472784249,0.932873291,0,2,3
65.83259734,4.475240527,8.836991304,9.473428789,0.932818676,0,2,3
65.96687936,4.301162634,8.836841543,9.472567206,0.932887712,0,2,3
